times,assemble_time1,assemble_time2,assemble_time3,assemble_time4,assemble_time5,assemble_time6,assemble_time7,assemble_time8,assemble_time9,assemble_time10,assemble_time11,assemble_time12,assemble_time13,assemble_time14,assemble_time15,assemble_time16,assemble_time17,assemble_time18,assemble_time19,assemble_time20,assemble_time21,assemble_time22,assemble_time23,assemble_time24,assemble_time25,assemble_time26,assemble_time27,assemble_time28,assemble_time29,assemble_time30,assemble_time31,assemble_time32,assemble_time33,assemble_time34,assemble_time35,assemble_time36,assemble_time37,assemble_time38,assemble_time39,assemble_time40,assemble_time41,assemble_time42,assemble_time43,assemble_time44,assemble_time45,assemble_time46,assemble_time47,assemble_time48,assemble_time49,assemble_time50,assemble_time51,assemble_time52,assemble_time53,assemble_time54,assemble_time55,assemble_time56,assemble_time57,assemble_time58,assemble_time59,assemble_time60,assemble_time61,assemble_time62,assemble_time63,assemble_time64,assemble_time65,assemble_time66,assemble_time67,assemble_time68,assemble_time69,assemble_time70,assemble_time71,assemble_time72,assemble_time73,assemble_time74,assemble_time75,assemble_time76,assemble_time77,assemble_time78,assemble_time79,assemble_time80,assemble_time81,assemble_time82,assemble_time83,assemble_time84,assemble_time85,assemble_time86,date1,date2,date3,date4,date5,date6,date7,date8,date9,date10,date11,date12,date13,date14,date15,date16,date17,date18,date19,date20,date21,date22,date23,date24,date25,date26,date27,date28,date29,date30,date31,date32,date33,date34,date35,date36,date37,date38,date39,date40,date41,date42,date43,date44,date45,date46,date47,date48,date49,date50,date51,date52,date53,date54,date55,date56,date57,date58,date59,date60,date61,date62,date63,date64,date65,date66,date67,date68,date69,date70,date71,date72,date73,date74,date75,date76,date77,date78,date79,date80,date81,date82,date83,date84,date85,date86,hours1,hours2,hours3,hours4,hours5,hours6,hours7,hours8,hours9,hours10,hours11,hours12,hours13,hours14,hours15,hours16,hours17,hours18,hours19,hours20,hours21,hours22,hours23,hours24,hours25,hours26,hours27,hours28,hours29,hours30,hours31,hours32,hours33,hours34,hours35,hours36,hours37,hours38,hours39,hours40,hours41,hours42,hours43,hours44,hours45,hours46,hours47,hours48,hours49,hours50,hours51,hours52,hours53,hours54,hours55,hours56,hours57,hours58,hours59,hours60,hours61,hours62,hours63,hours64,hours65,hours66,hours67,hours68,hours69,hours70,hours71,hours72,hours73,hours74,hours75,hours76,hours77,hours78,hours79,hours80,hours81,hours82,hours83,hours84,hours85,hours86
196,1892,1877,5705,5717,3605,4316,7193,1809,1810,1820,12716,605,4460,4461,3760,608,9035,1811,1804,1810,717,1078,1069,1071,1081,1079,2408,1091,1090,724,719,712,721,1824,3645,5472,1823,1864,7426,1867,1904,1900,2418,1886 ,1884 ,5717 ,5703 ,3608 ,4312 ,7201 ,1807 ,1809 ,1813 ,12718 ,608 ,4459 ,4458 ,3776 ,604 ,9044 ,1802 ,1797 ,1805 ,720 ,1080 ,1084 ,1071 ,1089 ,1074 ,2407 ,1088 ,1088 ,721 ,722 ,727 ,728 ,1816 ,3652 ,5471 ,1843 ,1864 ,7436 ,1870 ,1906 ,1900 ,2401 ,2021/11/1,2021/11/1,2021/11/1,2021/11/1,2021/11/2,2021/11/2,2021/11/2,2021/11/2,2021/11/2,2021/11/2,2021/11/2,2021/11/2,2021/11/2,2021/11/2,2021/11/2,2021/11/3,2021/11/3,2021/11/3,2021/11/3,2021/11/3,2021/11/3,2021/11/3,2021/11/3,2021/11/3,2021/11/3,2021/11/3,2021/11/3,2021/11/3,2021/11/3,2021/11/3,2021/11/3,2021/11/3,2021/11/3,2021/11/3,2021/11/3,2021/11/3,2021/11/3,2021/11/3,2021/11/3,2021/11/3,2021/11/3,2021/11/3,2021/11/4,2021/11/1,2021/11/1,2021/11/1,2021/11/1,2021/11/2,2021/11/2,2021/11/2,2021/11/2,2021/11/2,2021/11/2,2021/11/2,2021/11/2,2021/11/2,2021/11/2,2021/11/2,2021/11/3,2021/11/3,2021/11/3,2021/11/3,2021/11/3,2021/11/3,2021/11/3,2021/11/3,2021/11/3,2021/11/3,2021/11/3,2021/11/3,2021/11/3,2021/11/3,2021/11/3,2021/11/3,2021/11/3,2021/11/3,2021/11/3,2021/11/3,2021/11/3,2021/11/3,2021/11/3,2021/11/3,2021/11/3,2021/11/3,2021/11/3,2021/11/4,21,21,22,22,7,9,10,14,14,15,15,16,19,19,21,6,6,6,9,9,10,10,10,11,11,11,13,13,14,14,14,14,15,16,16,16,17,19,19,20,22,22,6,21,21,22,22,7,9,10,14,14,15,15,16,19,19,21,6,6,6,9,9,10,10,10,11,11,11,13,13,14,14,14,14,15,16,16,16,17,19,19,20,22,22,6
197,1805,1806,5458,5440,3663,4424,7423,1814,1798,1808,12626,606,4318,4323,3602,609,9120,1828,1839,1857,744,1128,1118,1125,1135,1135,2517,1142,1145,719,732,727,730,1799,3601,5406,1799,1801,7193,1802,1825,1815,2425,1807 ,1814 ,5449 ,5454 ,3664 ,4423 ,7428 ,1813 ,1810 ,1807 ,12627 ,603 ,4321 ,4309 ,3608 ,604 ,9123 ,1825 ,1846 ,1867 ,744 ,1121 ,1122 ,1129 ,1131 ,1137 ,2529 ,1149 ,1145 ,722 ,727 ,733 ,726 ,1797 ,3603 ,5400 ,1799 ,1790 ,7190 ,1801 ,1814 ,1813 ,2439 ,2021/11/2,2021/11/2,2021/11/2,2021/11/2,2021/11/2,2021/11/2,2021/11/2,2021/11/3,2021/11/3,2021/11/3,2021/11/3,2021/11/3,2021/11/3,2021/11/3,2021/11/3,2021/11/3,2021/11/3,2021/11/3,2021/11/3,2021/11/3,2021/11/3,2021/11/3,2021/11/3,2021/11/3,2021/11/3,2021/11/3,2021/11/3,2021/11/3,2021/11/3,2021/11/4,2021/11/4,2021/11/4,2021/11/4,2021/11/4,2021/11/4,2021/11/4,2021/11/4,2021/11/4,2021/11/4,2021/11/4,2021/11/4,2021/11/4,2021/11/4,2021/11/2,2021/11/2,2021/11/2,2021/11/2,2021/11/2,2021/11/2,2021/11/2,2021/11/3,2021/11/3,2021/11/3,2021/11/3,2021/11/3,2021/11/3,2021/11/3,2021/11/3,2021/11/3,2021/11/3,2021/11/3,2021/11/3,2021/11/3,2021/11/3,2021/11/3,2021/11/3,2021/11/3,2021/11/3,2021/11/3,2021/11/3,2021/11/3,2021/11/3,2021/11/4,2021/11/4,2021/11/4,2021/11/4,2021/11/4,2021/11/4,2021/11/4,2021/11/4,2021/11/4,2021/11/4,2021/11/4,2021/11/4,2021/11/4,2021/11/4,14,14,15,15,17,18,19,6,6,6,7,7,11,11,13,16,16,16,18,19,19,20,20,20,21,21,21,22,22,6,6,6,6,8,8,8,9,11,11,13,15,15,16,14,14,15,15,17,18,19,6,6,6,7,7,11,11,13,16,16,16,18,19,19,20,20,20,21,21,21,22,22,6,6,6,6,8,8,8,9,11,11,13,15,15,16
198,1811,1804,5416,5408,3590,4320,7194,1816,1827,1826,12830,607,4530,4513,3802,606,9012,1798,1794,1802,719,1080,1078,1082,1085,1090,2412,1095,1086,724,734,722,723,1837,3667,5532,1859,1882,7544,1888,1801,1803,2405,1811 ,1811 ,5422 ,5410 ,3592 ,4311 ,7192 ,1825 ,1822 ,1819 ,12837 ,609 ,4517 ,4526 ,3817 ,604 ,9001 ,1798 ,1804 ,1800 ,717 ,1087 ,1080 ,1088 ,1082 ,1078 ,2411 ,1083 ,1095 ,729 ,717 ,733 ,726 ,1840 ,3669 ,5541 ,1861 ,1861 ,7548 ,1881 ,1808 ,1802 ,2409 ,2021/11/3,2021/11/3,2021/11/3,2021/11/3,2021/11/3,2021/11/3,2021/11/3,2021/11/3,2021/11/3,2021/11/3,2021/11/3,2021/11/3,2021/11/3,2021/11/3,2021/11/3,2021/11/4,2021/11/4,2021/11/4,2021/11/4,2021/11/4,2021/11/4,2021/11/4,2021/11/4,2021/11/4,2021/11/4,2021/11/4,2021/11/4,2021/11/4,2021/11/4,2021/11/4,2021/11/4,2021/11/4,2021/11/4,2021/11/4,2021/11/4,2021/11/4,2021/11/4,2021/11/4,2021/11/4,2021/11/4,2021/11/5,2021/11/5,2021/11/5,2021/11/3,2021/11/3,2021/11/3,2021/11/3,2021/11/3,2021/11/3,2021/11/3,2021/11/3,2021/11/3,2021/11/3,2021/11/3,2021/11/3,2021/11/3,2021/11/3,2021/11/3,2021/11/4,2021/11/4,2021/11/4,2021/11/4,2021/11/4,2021/11/4,2021/11/4,2021/11/4,2021/11/4,2021/11/4,2021/11/4,2021/11/4,2021/11/4,2021/11/4,2021/11/4,2021/11/4,2021/11/4,2021/11/4,2021/11/4,2021/11/4,2021/11/4,2021/11/4,2021/11/4,2021/11/4,2021/11/4,2021/11/5,2021/11/5,2021/11/5,6,6,7,7,9,10,11,16,16,16,17,17,21,21,22,8,8,8,10,11,11,13,13,13,14,14,14,14,15,15,16,16,16,17,17,18,19,20,21,21,6,7,7,6,6,7,7,9,10,11,16,16,16,17,17,21,21,22,8,8,8,10,11,11,13,13,13,14,14,14,14,15,15,16,16,16,17,17,18,19,20,21,21,6,7,7
199,1829,1826,5483,5501,3691,4493,7542,1801,1798,1802,12594,600,4353,4341,3633,604,9161,1824,1879,1874,749,1120,1139,1141,1139,1087,2414,1086,1081,727,715,713,721,1799,3597,5411,1800,1807,7243,1802,1825,1833,2443,1832 ,1819 ,5470 ,5504 ,3687 ,4481 ,7541 ,1800 ,1792 ,1792 ,12593 ,596 ,4349 ,4348 ,3633 ,617 ,9172 ,1826 ,1873 ,1875 ,748 ,1123 ,1137 ,1138 ,1147 ,1095 ,2407 ,1090 ,1080 ,720 ,714 ,732 ,724 ,1798 ,3595 ,5387 ,1792 ,1806 ,7239 ,1801 ,1815 ,1833 ,2448 ,2021/11/3,2021/11/3,2021/11/3,2021/11/3,2021/11/3,2021/11/3,2021/11/3,2021/11/4,2021/11/4,2021/11/4,2021/11/4,2021/11/4,2021/11/4,2021/11/4,2021/11/4,2021/11/4,2021/11/4,2021/11/4,2021/11/4,2021/11/4,2021/11/4,2021/11/4,2021/11/4,2021/11/4,2021/11/4,2021/11/5,2021/11/5,2021/11/5,2021/11/5,2021/11/5,2021/11/5,2021/11/5,2021/11/5,2021/11/5,2021/11/5,2021/11/5,2021/11/5,2021/11/5,2021/11/5,2021/11/5,2021/11/5,2021/11/5,2021/11/5,2021/11/3,2021/11/3,2021/11/3,2021/11/3,2021/11/3,2021/11/3,2021/11/3,2021/11/4,2021/11/4,2021/11/4,2021/11/4,2021/11/4,2021/11/4,2021/11/4,2021/11/4,2021/11/4,2021/11/4,2021/11/4,2021/11/4,2021/11/4,2021/11/4,2021/11/4,2021/11/4,2021/11/4,2021/11/4,2021/11/5,2021/11/5,2021/11/5,2021/11/5,2021/11/5,2021/11/5,2021/11/5,2021/11/5,2021/11/5,2021/11/5,2021/11/5,2021/11/5,2021/11/5,2021/11/5,2021/11/5,2021/11/5,2021/11/5,2021/11/5,16,16,16,17,18,20,21,8,8,8,9,9,14,14,15,17,17,17,20,20,21,21,22,22,22,6,6,6,7,7,7,8,8,9,9,10,11,13,14,14,16,17,17,16,16,16,17,18,20,21,8,8,8,9,9,14,14,15,17,17,17,20,20,21,21,22,22,22,6,6,6,7,7,7,8,8,9,9,10,11,13,14,14,16,17,17
200,1804,1793,5400,5392,3591,4329,7240,1831,1838,1838,12908,617,4566,4561,3607,593,8992,1798,1806,1793,731,1088,1087,1089,1098,1078,2436,1091,1105,731,742,730,732,1843,3682,5578,1853,1881,7611,1893,1807,1802,2402,1802 ,1798 ,5392 ,5393 ,3598 ,4323 ,7239 ,1838 ,1833 ,1852 ,12912 ,606 ,4563 ,4564 ,3617 ,597 ,8999 ,1792 ,1801 ,1802 ,730 ,1083 ,1081 ,1083 ,1093 ,1092 ,2432 ,1086 ,1096 ,740 ,729 ,735 ,742 ,1844 ,3687 ,5567 ,1870 ,1888 ,7610 ,1904 ,1801 ,1804 ,2400 ,2021/11/4,2021/11/4,2021/11/4,2021/11/4,2021/11/4,2021/11/4,2021/11/4,2021/11/4,2021/11/4,2021/11/4,2021/11/4,2021/11/4,2021/11/4,2021/11/4,2021/11/5,2021/11/5,2021/11/5,2021/11/5,2021/11/5,2021/11/5,2021/11/5,2021/11/5,2021/11/5,2021/11/5,2021/11/5,2021/11/5,2021/11/5,2021/11/5,2021/11/5,2021/11/5,2021/11/5,2021/11/5,2021/11/5,2021/11/5,2021/11/5,2021/11/5,2021/11/5,2021/11/5,2021/11/5,2021/11/5,2021/11/6,2021/11/6,2021/11/6,2021/11/4,2021/11/4,2021/11/4,2021/11/4,2021/11/4,2021/11/4,2021/11/4,2021/11/4,2021/11/4,2021/11/4,2021/11/4,2021/11/4,2021/11/4,2021/11/4,2021/11/5,2021/11/5,2021/11/5,2021/11/5,2021/11/5,2021/11/5,2021/11/5,2021/11/5,2021/11/5,2021/11/5,2021/11/5,2021/11/5,2021/11/5,2021/11/5,2021/11/5,2021/11/5,2021/11/5,2021/11/5,2021/11/5,2021/11/5,2021/11/5,2021/11/5,2021/11/5,2021/11/5,2021/11/5,2021/11/5,2021/11/6,2021/11/6,2021/11/6,7,8,8,9,10,13,14,17,17,18,18,19,22,22,7,9,9,9,13,13,14,14,14,15,15,15,16,16,17,17,17,17,18,18,18,19,20,21,22,22,8,8,9,7,8,8,9,10,13,14,17,17,18,18,19,22,22,7,9,9,9,13,13,14,14,14,15,15,15,16,16,17,17,17,17,18,18,18,19,20,21,22,22,8,8,9
1,1852,1818,5560,5544,3682,4422,7365,1871,1849,1874,13072,622,4587,4594,3895,616,9242,1846,1844,1842,730,1106,1106,1116,1105,1103,2469,1112,1116,749,749,747,748,1872,3756,5661,1905,1912,7724,1928,1853,1846,2468,1853 ,1819 ,5559 ,5540 ,3691 ,4416 ,7363 ,1869 ,1863 ,1876 ,13075 ,614 ,4601 ,4604 ,3905 ,612 ,9249 ,1855 ,1846 ,1847 ,739 ,1112 ,1106 ,1111 ,1109 ,1105 ,2478 ,1105 ,1115 ,740 ,742 ,744 ,739 ,1870 ,3753 ,5659 ,1910 ,1917 ,7719 ,1932 ,1855 ,1849 ,2461 ,2021/12/20,2021/12/20,2021/12/20,2021/12/20,2021/12/20,2021/12/20,2021/12/20,2021/12/20,2021/12/20,2021/12/20,2021/12/20,2021/12/20,2021/12/20,2021/12/20,2021/12/20,2021/12/21,2021/12/21,2021/12/21,2021/12/21,2021/12/21,2021/12/21,2021/12/21,2021/12/21,2021/12/21,2021/12/21,2021/12/21,2021/12/21,2021/12/21,2021/12/21,2021/12/21,2021/12/21,2021/12/21,2021/12/21,2021/12/21,2021/12/21,2021/12/21,2021/12/21,2021/12/21,2021/12/21,2021/12/21,2021/12/22,2021/12/22,2021/12/22,2021/12/20,2021/12/20,2021/12/20,2021/12/20,2021/12/20,2021/12/20,2021/12/20,2021/12/20,2021/12/20,2021/12/20,2021/12/20,2021/12/20,2021/12/20,2021/12/20,2021/12/20,2021/12/21,2021/12/21,2021/12/21,2021/12/21,2021/12/21,2021/12/21,2021/12/21,2021/12/21,2021/12/21,2021/12/21,2021/12/21,2021/12/21,2021/12/21,2021/12/21,2021/12/21,2021/12/21,2021/12/21,2021/12/21,2021/12/21,2021/12/21,2021/12/21,2021/12/21,2021/12/21,2021/12/21,2021/12/21,2021/12/22,2021/12/22,2021/12/22,6,6,6,7,8,10,11,15,15,16,16,17,20,20,22,7,7,7,10,10,11,11,13,13,13,14,14,14,15,15,15,16,16,17,17,18,19,20,21,21,6,7,7,6,6,6,7,8,10,11,15,15,16,16,17,20,20,22,7,7,7,10,10,11,11,13,13,13,14,14,14,15,15,15,16,16,17,17,18,19,20,21,21,6,7,7
2,1850,1827,5611,5594,3781,4559,7661,1845,1837,1839,12901,612,4435,4441,3717,630,9381,1881,1912,1919,774,1155,1169,1161,1168,1154,2480,1114,1106,742,745,745,748,1839,3684,5529,1836,1848,7406,1848,1877,1875,2502,1863 ,1828 ,5603 ,5611 ,3772 ,4557 ,7647 ,1845 ,1857 ,1839 ,12913 ,608 ,4429 ,4433 ,3724 ,628 ,9382 ,1874 ,1913 ,1915 ,780 ,1157 ,1175 ,1172 ,1174 ,1169 ,2473 ,1107 ,1108 ,733 ,744 ,729 ,735 ,1842 ,3681 ,5520 ,1848 ,1847 ,7406 ,1849 ,1867 ,1874 ,2511 ,2021/12/20,2021/12/20,2021/12/20,2021/12/20,2021/12/20,2021/12/20,2021/12/20,2021/12/21,2021/12/21,2021/12/21,2021/12/21,2021/12/21,2021/12/21,2021/12/21,2021/12/21,2021/12/21,2021/12/21,2021/12/21,2021/12/21,2021/12/21,2021/12/21,2021/12/21,2021/12/21,2021/12/21,2021/12/21,2021/12/21,2021/12/22,2021/12/22,2021/12/22,2021/12/22,2021/12/22,2021/12/22,2021/12/22,2021/12/22,2021/12/22,2021/12/22,2021/12/22,2021/12/22,2021/12/22,2021/12/22,2021/12/22,2021/12/22,2021/12/22,2021/12/20,2021/12/20,2021/12/20,2021/12/20,2021/12/20,2021/12/20,2021/12/20,2021/12/21,2021/12/21,2021/12/21,2021/12/21,2021/12/21,2021/12/21,2021/12/21,2021/12/21,2021/12/21,2021/12/21,2021/12/21,2021/12/21,2021/12/21,2021/12/21,2021/12/21,2021/12/21,2021/12/21,2021/12/21,2021/12/21,2021/12/22,2021/12/22,2021/12/22,2021/12/22,2021/12/22,2021/12/22,2021/12/22,2021/12/22,2021/12/22,2021/12/22,2021/12/22,2021/12/22,2021/12/22,2021/12/22,2021/12/22,2021/12/22,2021/12/22,15,15,16,16,18,19,20,7,7,8,8,9,13,13,15,17,17,17,20,20,21,21,22,22,22,22,6,6,7,7,7,8,8,9,9,10,11,13,14,14,16,17,17,15,15,16,16,18,19,20,7,7,8,8,9,13,13,15,17,17,17,20,20,21,21,22,22,22,22,6,6,7,7,7,8,8,9,9,10,11,13,14,14,16,17,17
3,1846,1818,5534,5534,3682,4422,7397,1875,1878,1880,13206,640,4672,4669,3695,609,9207,1839,1858,1850,735,1103,1103,1116,1118,1117,2490,1123,1124,755,739,757,747,1900,3804,5697,1931,1941,7406,1848,1845,1843,2454,1847 ,1808 ,5528 ,5534 ,3679 ,4421 ,7388 ,1876 ,1873 ,1876 ,13211 ,628 ,4666 ,4674 ,3693 ,610 ,9206 ,1836 ,1849 ,1847 ,741 ,1104 ,1115 ,1113 ,1119 ,1119 ,2490 ,1119 ,1126 ,761 ,747 ,754 ,757 ,1894 ,3803 ,5700 ,1924 ,1948 ,7414 ,1854 ,1836 ,1840 ,2456 ,2021/12/21,2021/12/21,2021/12/21,2021/12/21,2021/12/21,2021/12/21,2021/12/21,2021/12/21,2021/12/21,2021/12/21,2021/12/21,2021/12/21,2021/12/21,2021/12/21,2021/12/22,2021/12/22,2021/12/22,2021/12/22,2021/12/22,2021/12/22,2021/12/22,2021/12/22,2021/12/22,2021/12/22,2021/12/22,2021/12/22,2021/12/22,2021/12/22,2021/12/22,2021/12/22,2021/12/22,2021/12/22,2021/12/22,2021/12/22,2021/12/22,2021/12/22,2021/12/22,2021/12/22,2021/12/23,2021/12/23,2021/12/23,2021/12/23,2021/12/23,2021/12/21,2021/12/21,2021/12/21,2021/12/21,2021/12/21,2021/12/21,2021/12/21,2021/12/21,2021/12/21,2021/12/21,2021/12/21,2021/12/21,2021/12/21,2021/12/21,2021/12/22,2021/12/22,2021/12/22,2021/12/22,2021/12/22,2021/12/22,2021/12/22,2021/12/22,2021/12/22,2021/12/22,2021/12/22,2021/12/22,2021/12/22,2021/12/22,2021/12/22,2021/12/22,2021/12/22,2021/12/22,2021/12/22,2021/12/22,2021/12/22,2021/12/22,2021/12/22,2021/12/22,2021/12/23,2021/12/23,2021/12/23,2021/12/23,2021/12/23,7,7,8,8,10,11,13,17,17,17,18,18,22,22,7,9,9,9,13,13,14,14,15,15,15,15,16,16,17,17,17,18,18,19,19,19,21,22,6,6,8,9,9,7,7,8,8,10,11,13,17,17,17,18,18,22,22,7,9,9,9,13,13,14,14,15,15,15,15,16,16,17,17,17,18,18,19,19,19,21,22,6,6,8,9,9
4,1885,1845,5666,5669,3819,4628,7787,1843,1844,1849,12872,613,4463,4462,3754,637,9493,1903,1945,1959,730,1110,1105,1116,1112,1104,2469,1103,1114,731,738,742,740,1835,3678,5527,1841,1854,7466,1875,1889,1898,2539,1880 ,1840 ,5659 ,5668 ,3824 ,4635 ,7790 ,1844 ,1843 ,1837 ,12873 ,608 ,4454 ,4456 ,3746 ,637 ,9493 ,1896 ,1942 ,1948 ,749 ,1107 ,1102 ,1111 ,1107 ,1110 ,2455 ,1107 ,1089 ,736 ,728 ,728 ,741 ,1834 ,3678 ,5517 ,1851 ,1852 ,7459 ,1863 ,1880 ,1902 ,2525 ,2021/12/21,2021/12/21,2021/12/21,2021/12/21,2021/12/21,2021/12/21,2021/12/21,2021/12/22,2021/12/22,2021/12/22,2021/12/22,2021/12/22,2021/12/22,2021/12/22,2021/12/22,2021/12/22,2021/12/22,2021/12/22,2021/12/22,2021/12/22,2021/12/23,2021/12/23,2021/12/23,2021/12/23,2021/12/23,2021/12/23,2021/12/23,2021/12/23,2021/12/23,2021/12/23,2021/12/23,2021/12/23,2021/12/23,2021/12/23,2021/12/23,2021/12/23,2021/12/23,2021/12/23,2021/12/23,2021/12/23,2021/12/23,2021/12/23,2021/12/23,2021/12/21,2021/12/21,2021/12/21,2021/12/21,2021/12/21,2021/12/21,2021/12/21,2021/12/22,2021/12/22,2021/12/22,2021/12/22,2021/12/22,2021/12/22,2021/12/22,2021/12/22,2021/12/22,2021/12/22,2021/12/22,2021/12/22,2021/12/22,2021/12/23,2021/12/23,2021/12/23,2021/12/23,2021/12/23,2021/12/23,2021/12/23,2021/12/23,2021/12/23,2021/12/23,2021/12/23,2021/12/23,2021/12/23,2021/12/23,2021/12/23,2021/12/23,2021/12/23,2021/12/23,2021/12/23,2021/12/23,2021/12/23,2021/12/23,2021/12/23,17,17,18,18,20,21,22,9,9,10,10,11,15,15,17,19,19,19,22,22,6,6,7,7,7,7,8,8,9,9,9,10,10,11,11,11,14,15,16,16,18,19,19,17,17,18,18,20,21,22,9,9,10,10,11,15,15,17,19,19,19,22,22,6,6,7,7,7,7,8,8,9,9,9,10,10,11,11,11,14,15,16,16,18,19,19
5,1837,1799,5510,5521,3691,4438,7432,1895,1899,1907,13396,633,4432,4435,3676,620,9188,1823,1857,1859,753,1115,1116,1123,1128,1119,2510,1128,1137,750,753,767,766,1924,3841,5785,1950,1841,7367,1848,1832,1840,2456,1839 ,1806 ,5520 ,5519 ,3691 ,4443 ,7436 ,1898 ,1899 ,1895 ,13387 ,630 ,4431 ,4427 ,3676 ,623 ,9197 ,1843 ,1856 ,1862 ,744 ,1113 ,1114 ,1123 ,1131 ,1117 ,2519 ,1133 ,1140 ,764 ,769 ,754 ,763 ,1921 ,3855 ,5790 ,1937 ,1853 ,7370 ,1847 ,1841 ,1844 ,2452 ,2021/12/22,2021/12/22,2021/12/22,2021/12/22,2021/12/22,2021/12/22,2021/12/22,2021/12/22,2021/12/22,2021/12/22,2021/12/22,2021/12/22,2021/12/23,2021/12/23,2021/12/23,2021/12/23,2021/12/23,2021/12/23,2021/12/23,2021/12/23,2021/12/23,2021/12/23,2021/12/23,2021/12/23,2021/12/23,2021/12/23,2021/12/23,2021/12/23,2021/12/23,2021/12/23,2021/12/23,2021/12/23,2021/12/23,2021/12/23,2021/12/23,2021/12/23,2021/12/23,2021/12/24,2021/12/24,2021/12/24,2021/12/24,2021/12/24,2021/12/24,2021/12/22,2021/12/22,2021/12/22,2021/12/22,2021/12/22,2021/12/22,2021/12/22,2021/12/22,2021/12/22,2021/12/22,2021/12/22,2021/12/22,2021/12/23,2021/12/23,2021/12/23,2021/12/23,2021/12/23,2021/12/23,2021/12/23,2021/12/23,2021/12/23,2021/12/23,2021/12/23,2021/12/23,2021/12/23,2021/12/23,2021/12/23,2021/12/23,2021/12/23,2021/12/23,2021/12/23,2021/12/23,2021/12/23,2021/12/23,2021/12/23,2021/12/23,2021/12/23,2021/12/24,2021/12/24,2021/12/24,2021/12/24,2021/12/24,2021/12/24,9,9,10,10,13,14,15,19,19,19,20,20,7,7,9,11,11,11,15,15,16,16,16,17,17,17,18,18,19,19,19,20,20,21,21,21,22,7,8,8,10,11,11,9,9,10,10,13,14,15,19,19,19,20,20,7,7,9,11,11,11,15,15,16,16,16,17,17,17,18,18,19,19,19,20,20,21,21,21,22,7,8,8,10,11,11
6,1902,1856,5692,5737,3891,4431,7379,1827,1837,1831,12917,621,4495,4493,3770,638,9645,1929,1840,1840,741,1101,1097,1104,1108,1107,2454,1103,1107,736,737,738,738,1850,3701,5574,1869,1879,7543,1885,1906,1920,2577,1895 ,1852 ,5693 ,5752 ,3890 ,4442 ,7381 ,1846 ,1843 ,1849 ,12909 ,620 ,4492 ,4496 ,3773 ,643 ,9640 ,1925 ,1848 ,1841 ,737 ,1099 ,1109 ,1108 ,1105 ,1106 ,2450 ,1109 ,1098 ,731 ,734 ,739 ,741 ,1852 ,3701 ,5572 ,1869 ,1867 ,7546 ,1885 ,1913 ,1923 ,2565 ,2021/12/22,2021/12/22,2021/12/22,2021/12/22,2021/12/22,2021/12/23,2021/12/23,2021/12/23,2021/12/23,2021/12/23,2021/12/23,2021/12/23,2021/12/23,2021/12/23,2021/12/23,2021/12/23,2021/12/23,2021/12/23,2021/12/24,2021/12/24,2021/12/24,2021/12/24,2021/12/24,2021/12/24,2021/12/24,2021/12/24,2021/12/24,2021/12/24,2021/12/24,2021/12/24,2021/12/24,2021/12/24,2021/12/24,2021/12/24,2021/12/24,2021/12/24,2021/12/24,2021/12/24,2021/12/24,2021/12/24,2021/12/24,2021/12/24,2021/12/24,2021/12/22,2021/12/22,2021/12/22,2021/12/22,2021/12/22,2021/12/23,2021/12/23,2021/12/23,2021/12/23,2021/12/23,2021/12/23,2021/12/23,2021/12/23,2021/12/23,2021/12/23,2021/12/23,2021/12/23,2021/12/23,2021/12/24,2021/12/24,2021/12/24,2021/12/24,2021/12/24,2021/12/24,2021/12/24,2021/12/24,2021/12/24,2021/12/24,2021/12/24,2021/12/24,2021/12/24,2021/12/24,2021/12/24,2021/12/24,2021/12/24,2021/12/24,2021/12/24,2021/12/24,2021/12/24,2021/12/24,2021/12/24,2021/12/24,2021/12/24,19,19,19,20,22,6,7,11,11,11,13,13,17,17,18,21,21,21,7,7,8,8,8,9,9,9,10,10,11,11,11,13,13,14,14,15,16,17,18,18,20,21,21,19,19,19,20,22,6,7,11,11,11,13,13,17,17,18,21,21,21,7,7,8,8,8,9,9,9,10,10,11,11,11,13,13,14,14,15,16,17,18,18,20,21,21
